,GenderSelect,Country,Age,EmploymentStatus,CodeWriter,CurrentJobTitleSelect,CurrentEmployerType,LanguageRecommendationSelect,FormalEducation,CompensationAmount,CompensationCurrency,exchangeRate,CompensationAmountExanged
9600,Male,India,27.0,Employed full-time,Yes,Data Scientist,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Python,Master's degree,1200000,INR,0.01562,18744.0
9606,A different identity,United Kingdom,32.0,Employed full-time,Yes,Scientist/Researcher,Employed by a company that performs advanced analytics,Python,Doctoral degree,62000,GBP,1.324188,82099.65599999999
9608,Male,Italy,31.0,Employed full-time,Yes,Scientist/Researcher,Employed by non-profit or NGO,SQL,Professional degree,50000,EUR,1.195826,59791.3
9624,Female,Other,32.0,Employed full-time,Yes,Data Scientist,Employed by college or university,R,Doctoral degree,24000,EUR,1.195826,28699.824
9625,Male,Singapore,25.0,Employed full-time,Yes,Other,Employed by college or university,C/C++/C#,Master's degree,60000,SGD,0.742589,44555.340000000004
9632,Male,India,22.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by professional services/consulting firm,Python,Bachelor's degree,550000,INR,0.01562,8591.0
9641,Male,Other,41.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by company that makes advanced analytic software,Python,Master's degree,120000,USD,1.0,120000.0
9642,Male,Italy,42.0,Employed full-time,Yes,Researcher,Employed by college or university,Python,Doctoral degree,60000,EUR,1.195826,71749.56
9643,Male,Portugal,26.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Master's degree,32400,EUR,1.195826,38744.7624
9644,Male,China,42.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by professional services/consulting firm,Python,Bachelor's degree,2000000,TWD,0.033304,66608.0
9646,Male,Russia,43.0,Employed full-time,Yes,Data Analyst,Employed by company that makes advanced analytic software,Python,Doctoral degree,23000,USD,1.0,23000.0
9647,Male,Other,35.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Master's degree,5000,USD,1.0,5000.0
9658,Male,Ireland,50.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Master's degree,100000,USD,1.0,100000.0
9659,Male,Japan,33.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,Python,Master's degree,11700000,JPY,0.009108,106563.59999999999
9662,Male,Greece,45.0,Employed full-time,Yes,Engineer,Employed by college or university,Python,Doctoral degree,45000,EUR,1.195826,53812.170000000006
9666,Female,India,30.0,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,Python,Professional degree,20000,INR,0.01562,312.4
9670,Male,France,31.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,60000,EUR,1.195826,71749.56
9677,Male,New Zealand,48.0,Employed full-time,Yes,Business Analyst,Employed by a company that doesn't perform advanced analytics,R,I did not complete any formal education past high school,150000,NZD,0.727801,109170.15000000001
9678,Male,People 's Republic of China,23.0,Employed full-time,Yes,Programmer,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics",Python,Bachelor's degree,8000,USD,1.0,8000.0
9682,Male,Netherlands,47.0,Employed full-time,Yes,Data Analyst,Employed by a company that performs advanced analytics,R,Doctoral degree,65000,EUR,1.195826,77728.69
9683,Female,United Kingdom,25.0,Employed full-time,Yes,Other,"Employed by non-profit or NGO,Employed by government",Python,Bachelor's degree,45000,GBP,1.324188,59588.46
9685,Male,United States,,Employed full-time,Yes,Other,Employed by professional services/consulting firm,Python,Master's degree,165000,USD,1.0,165000.0
9692,Male,Nigeria,58.0,Employed full-time,Yes,Scientist/Researcher,Employed by a company that doesn't perform advanced analytics,Matlab,Master's degree,18000000,NGN,0.002788,50184.0
9699,Male,Japan,22.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,4500000,JPY,0.009108,40986.0
9708,Male,United Kingdom,35.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,R,Doctoral degree,27057,GBP,1.324188,35828.554716
9712,Female,India,30.0,Employed full-time,Yes,Statistician,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics",R,Master's degree,1550000,INR,0.01562,24211.0
9714,Male,Vietnam,26.0,Employed full-time,Yes,Other,Employed by a company that performs advanced analytics,Python,Bachelor's degree,10000,VND,4.4e-05,0.44
9750,Male,Spain,33.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,Python,Doctoral degree,40000,EUR,1.195826,47833.04
9751,Male,Nigeria,37.0,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,R,Master's degree,9000000,NGN,0.002788,25092.0
9761,Male,Denmark,42.0,Employed full-time,Yes,Business Analyst,Employed by a company that doesn't perform advanced analytics,R,Master's degree,90000,EUR,1.195826,107624.34000000001
9762,Male,Other,37.0,Employed full-time,Yes,Researcher,Employed by college or university,Python,Doctoral degree,2000,TND,0.410899,821.798
9765,Male,Other,49.0,Employed full-time,Yes,Data Analyst,Employed by a company that performs advanced analytics,R,Master's degree,4300000,DOP,0.02095,90085.0
9773,Male,France,25.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Master's degree,42000,EUR,1.195826,50224.692
9778,Male,Other,38.0,Employed full-time,Yes,Programmer,Employed by a company that doesn't perform advanced analytics,R,Master's degree,65000,EUR,1.195826,77728.69
9788,Male,United States,42.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Bachelor's degree,200000,USD,1.0,200000.0
9791,Male,People 's Republic of China,37.0,Employed full-time,Yes,Other,Employed by a company that performs advanced analytics,Python,Master's degree,100000,USD,1.0,100000.0
9793,Male,Russia,38.0,Employed full-time,Yes,Scientist/Researcher,Employed by non-profit or NGO,Python,Doctoral degree,480000,RUB,0.017402,8352.960000000001
9799,Female,Other,34.0,Employed full-time,Yes,Data Scientist,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",R,Master's degree,160000,HRK,0.160606,25696.96
9800,Male,India,31.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Master's degree,500000,INR,0.01562,7810.0
9805,Male,Norway,40.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that performs advanced analytics,Python,Master's degree,800000,NOK,0.127502,102001.6
9810,Male,India,25.0,Employed full-time,Yes,Business Analyst,Employed by professional services/consulting firm,C/C++/C#,Bachelor's degree,300000,INR,0.01562,4686.0
9816,Male,United States,42.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,Python,Doctoral degree,15000,USD,1.0,15000.0
9817,Male,India,30.0,Employed full-time,Yes,Machine Learning Engineer,Employed by professional services/consulting firm,R,Professional degree,750000,INR,0.01562,11715.0
9836,Male,Russia,25.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,R,Bachelor's degree,720000,RUB,0.017402,12529.44
9839,Male,Brazil,34.0,Employed full-time,Yes,Software Developer/Software Engineer,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",R,Bachelor's degree,170000,BRL,0.32135,54629.50000000001
9841,Male,India,25.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Bachelor's degree,470000,INR,0.01562,7341.400000000001
9846,Male,United Kingdom,27.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Master's degree,50000,GBP,1.324188,66209.4
9848,Male,Poland,28.0,Employed full-time,Yes,Machine Learning Engineer,Employed by a company that performs advanced analytics,Python,Master's degree,100000,PLN,0.281104,28110.4
9858,Female,Singapore,33.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,R,Doctoral degree,165000,SGD,0.742589,122527.18500000001
9860,Male,Canada,25.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Doctoral degree,25000,CAD,0.823688,20592.2
9863,Male,India,23.0,Employed full-time,Yes,Data Analyst,Employed by a company that performs advanced analytics,Python,Bachelor's degree,300000,INR,0.01562,4686.0
9869,Male,Germany,30.0,Employed full-time,Yes,Data Scientist,Employed by college or university,Matlab,Master's degree,30000,EUR,1.195826,35874.78
9872,Female,United Kingdom,28.0,Employed full-time,Yes,Data Scientist,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Python,Doctoral degree,70000,GBP,1.324188,92693.15999999999
9875,Male,Belgium,37.0,Employed full-time,Yes,Researcher,Employed by professional services/consulting firm,Python,Master's degree,60000,EUR,1.195826,71749.56
9880,Male,Germany,32.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Professional degree,50000,EUR,1.195826,59791.3
9887,Male,Switzerland,25.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Master's degree,80000,CHF,1.043382,83470.56
9896,Male,India,23.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by professional services/consulting firm,Python,Bachelor's degree,550000,INR,0.01562,8591.0
9899,Male,Other,39.0,Employed full-time,Yes,Data Analyst,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software",R,Master's degree,60000,USD,1.0,60000.0
9909,Male,United States,28.0,Employed full-time,Yes,Data Scientist,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Python,Doctoral degree,270000,USD,1.0,270000.0
9910,Male,Switzerland,45.0,Employed full-time,Yes,Engineer,Employed by a company that performs advanced analytics,Python,Master's degree,120000,CHF,1.043382,125205.84000000001
9912,Male,Pakistan,37.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,R,Master's degree,120000,PKR,0.009476,1137.1200000000001
9913,Male,Italy,30.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,R,Doctoral degree,70000,EUR,1.195826,83707.82
9919,Male,Hungary,28.0,Employed full-time,Yes,Programmer,Employed by company that makes advanced analytic software,Python,Bachelor's degree,3600000,HUF,0.003896,14025.6
9922,Male,Germany,28.0,Employed full-time,Yes,Software Developer/Software Engineer,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software",Python,Master's degree,48000,EUR,1.195826,57399.648
9924,Male,Ukraine,50.0,Employed full-time,Yes,Data Scientist,,Python,Master's degree,150000,USD,1.0,150000.0
9936,Male,Poland,27.0,Employed full-time,Yes,Data Analyst,Employed by college or university,R,Bachelor's degree,112195,PLN,0.281104,31538.463280000004
9938,Male,Italy,43.0,Employed full-time,Yes,Other,Employed by a company that doesn't perform advanced analytics,Matlab,Master's degree,46000,EUR,1.195826,55007.996
9942,Male,France,34.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by company that makes advanced analytic software,Python,Master's degree,80000,EUR,1.195826,95666.08
9944,Male,India,30.0,Employed full-time,Yes,Software Developer/Software Engineer,"Employed by a company that performs advanced analytics,Employed by government",R,Doctoral degree,11000000,INR,0.01562,171820.0
9945,Male,Other,38.0,Employed full-time,Yes,Data Analyst,Employed by a company that performs advanced analytics,R,Bachelor's degree,60000,USD,1.0,60000.0
9950,Male,United Kingdom,52.0,Employed full-time,Yes,Other,Employed by professional services/consulting firm,R,Master's degree,80000,GBP,1.324188,105935.04
9951,Male,Germany,31.0,Employed full-time,Yes,Business Analyst,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,46000,EUR,1.195826,55007.996
9970,Male,Spain,27.0,Employed full-time,Yes,Data Analyst,Employed by a company that doesn't perform advanced analytics,R,Master's degree,20000,EUR,1.195826,23916.52
9972,Male,Canada,41.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Doctoral degree,65000,CAD,0.823688,53539.72
9979,Female,France,25.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Java,Master's degree,31000,EUR,1.195826,37070.606
9981,Male,United States,43.0,Employed full-time,Yes,Business Analyst,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,85000,USD,1.0,85000.0
9986,Male,Sweden,32.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,R,Master's degree,828000,SEK,0.125204,103668.91200000001
9987,Female,France,28.0,Employed full-time,Yes,Statistician,Employed by government,R,Master's degree,24000,EUR,1.195826,28699.824
9989,Male,Other,35.0,Employed full-time,Yes,Data Scientist,Employed by non-profit or NGO,R,Master's degree,98000,USD,1.0,98000.0
9996,Male,Netherlands,52.0,Employed full-time,Yes,Engineer,Employed by company that makes advanced analytic software,Python,Doctoral degree,78000,EUR,1.195826,93274.428
9998,Male,India,24.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by company that makes advanced analytic software,Python,Bachelor's degree,1300000,INR,0.01562,20306.0
9999,Male,Italy,44.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by company that makes advanced analytic software,Python,Doctoral degree,60000,EUR,1.195826,71749.56
10003,Male,Other,33.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Doctoral degree,20000,EUR,1.195826,23916.52
10008,Male,Other,37.0,Employed full-time,Yes,Other,Employed by professional services/consulting firm,SQL,Bachelor's degree,60000,EUR,1.195826,71749.56
10015,Male,Brazil,48.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Doctoral degree,130000,BRL,0.32135,41775.5
10021,Female,United States,29.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,R,Doctoral degree,60000,USD,1.0,60000.0
10028,Male,United States,25.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Bachelor's degree,20000,USD,1.0,20000.0
10031,Male,India,34.0,Employed full-time,Yes,Business Analyst,Employed by professional services/consulting firm,R,Master's degree,1000000,INR,0.01562,15620.0
10033,Female,Australia,34.0,Employed full-time,Yes,Scientist/Researcher,Employed by government,Python,Master's degree,100000,AUD,0.80231,80231.0
10048,Male,Switzerland,30.0,Employed full-time,Yes,Data Analyst,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,100000,CHF,1.043382,104338.2
10049,Female,United States,34.0,Employed full-time,Yes,DBA/Database Engineer,Employed by non-profit or NGO,Python,Master's degree,50000,USD,1.0,50000.0
10051,Male,France,25.0,Employed full-time,Yes,Researcher,Employed by college or university,Python,Doctoral degree,24000,EUR,1.195826,28699.824
10052,Female,Turkey,31.0,Employed full-time,Yes,Researcher,Employed by college or university,Python,Master's degree,24000,TRY,0.29178,7002.719999999999
10053,Male,United States,38.0,Employed full-time,Yes,Machine Learning Engineer,Employed by company that makes advanced analytic software,Python,Doctoral degree,125000,USD,1.0,125000.0
10054,Male,United States,45.0,Employed full-time,Yes,Other,Employed by professional services/consulting firm,SQL,Some college/university study without earning a bachelor's degree,125000,USD,1.0,125000.0
10058,Male,Other,26.0,Employed full-time,Yes,Programmer,Employed by professional services/consulting firm,Matlab,Bachelor's degree,2000000,LKR,0.006536,13072.0
10063,Male,Other,38.0,Employed full-time,Yes,Other,Employed by government,R,Master's degree,67000,EUR,1.195826,80120.342
10065,Male,Australia,33.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,Python,Bachelor's degree,100000,AUD,0.80231,80231.0
10066,Male,United States,27.0,Employed full-time,Yes,Machine Learning Engineer,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Python,Bachelor's degree,115000,USD,1.0,115000.0
10073,Male,Chile,38.0,Employed full-time,Yes,Data Scientist,Employed by college or university,Python,Doctoral degree,51428,USD,1.0,51428.0
10082,Male,Turkey,36.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Doctoral degree,48000,TRY,0.29178,14005.439999999999
10083,Male,United States,60.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,R,Master's degree,95000,USD,1.0,95000.0
10084,Male,Spain,53.0,Employed full-time,Yes,Data Scientist,,R,Master's degree,33000,EUR,1.195826,39462.258
10087,Male,India,32.0,Employed full-time,Yes,Data Analyst,Employed by a company that performs advanced analytics,R,Bachelor's degree,2300000,INR,0.01562,35926.0
10091,Female,Hungary,44.0,Employed full-time,Yes,Other,Employed by college or university,R,Master's degree,235000,HUF,0.003896,915.5600000000001
10104,Male,Australia,30.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,Python,Master's degree,96000,AUD,0.80231,77021.76
10107,Male,South Africa,35.0,Employed full-time,Yes,Data Scientist,"Employed by a company that performs advanced analytics,Employed by a company that doesn't perform advanced analytics",Python,Master's degree,720000,ZAR,0.077002,55441.44
10111,Female,Turkey,,Employed full-time,Yes,Engineer,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,40000,USD,1.0,40000.0
10114,Male,India,30.0,Employed full-time,Yes,Researcher,Employed by a company that doesn't perform advanced analytics,R,Bachelor's degree,1600000,INR,0.01562,24992.0
10116,Male,India,43.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,5600000,INR,0.01562,87472.0
10121,Male,Pakistan,22.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,Matlab,Bachelor's degree,60000,EUR,1.195826,71749.56
10123,Male,China,51.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,C/C++/C#,Doctoral degree,1500000,TWD,0.033304,49956.0
10126,Male,India,28.0,Employed full-time,Yes,Machine Learning Engineer,Employed by company that makes advanced analytic software,Python,Bachelor's degree,1450000,INR,0.01562,22649.0
10127,Male,Germany,34.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Doctoral degree,80000,EUR,1.195826,95666.08
10133,Male,Other,34.0,Employed full-time,Yes,Statistician,Employed by a company that performs advanced analytics,R,Master's degree,220000,PEN,0.308962,67971.64
10135,Male,United States,34.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,Python,Master's degree,80000,USD,1.0,80000.0
10137,Male,Germany,27.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,C/C++/C#,Master's degree,51000,EUR,1.195826,60987.126000000004
10155,Male,United States,31.0,Employed full-time,Yes,Data Analyst,Employed by a company that doesn't perform advanced analytics,R,Master's degree,92000,USD,1.0,92000.0
10156,Male,United States,25.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,Python,Bachelor's degree,69000,USD,1.0,69000.0
10163,Male,Pakistan,24.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,65000,PKR,0.009476,615.94
10167,Male,India,37.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Java,Professional degree,65000,USD,1.0,65000.0
10172,Male,Italy,43.0,Employed full-time,Yes,Predictive Modeler,Employed by a company that doesn't perform advanced analytics,R,Doctoral degree,98000,EUR,1.195826,117190.948
10173,Male,Turkey,33.0,Employed full-time,Yes,Predictive Modeler,Employed by professional services/consulting firm,Python,Professional degree,10000,GBP,1.324188,13241.88
10176,Male,France,25.0,Employed full-time,Yes,Machine Learning Engineer,Employed by company that makes advanced analytic software,Python,Master's degree,80000,EUR,1.195826,95666.08
10178,Male,France,50.0,Employed full-time,Yes,Engineer,Employed by professional services/consulting firm,Python,Master's degree,70000,EUR,1.195826,83707.82
10181,Male,United States,39.0,Employed full-time,Yes,Data Scientist,Employed by college or university,R,Master's degree,86000,USD,1.0,86000.0
10182,Male,India,29.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,R,Master's degree,790000,INR,0.01562,12339.8
10183,Male,Belgium,33.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,Python,Doctoral degree,48000,EUR,1.195826,57399.648
10190,Male,Poland,28.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,R,Master's degree,140000,PLN,0.281104,39354.560000000005
10192,Male,Russia,33.0,Employed full-time,Yes,Business Analyst,Self-employed,Python,Professional degree,50000,USD,1.0,50000.0
10193,Male,Pakistan,43.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,R,Professional degree,24000,USD,1.0,24000.0
10196,Female,People 's Republic of China,25.0,Employed full-time,Yes,Data Analyst,Employed by college or university,R,Master's degree,60000,CNY,0.153,9180.0
10201,Male,United States,44.0,Employed full-time,Yes,Computer Scientist,Employed by college or university,R,Doctoral degree,50000,USD,1.0,50000.0
10204,Male,United States,35.0,Employed full-time,Yes,Scientist/Researcher,"Employed by professional services/consulting firm,Employed by non-profit or NGO",Python,Master's degree,135000,USD,1.0,135000.0
10214,Male,Brazil,25.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Master's degree,85000,BRL,0.32135,27314.750000000004
10217,Male,Brazil,29.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by college or university,Python,Master's degree,48000,BRL,0.32135,15424.800000000001
10232,Male,Finland,28.0,Employed full-time,Yes,Researcher,Employed by college or university,Python,Some college/university study without earning a bachelor's degree,17500,EUR,1.195826,20926.955
10240,Male,United States,31.0,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,R,Master's degree,105000,USD,1.0,105000.0
10257,Male,United Kingdom,,Employed full-time,Yes,Researcher,Employed by professional services/consulting firm,R,Master's degree,65000,GBP,1.324188,86072.22
10260,Male,United States,34.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Doctoral degree,175000,USD,1.0,175000.0
10261,Male,Australia,42.0,Employed full-time,Yes,Data Analyst,Employed by a company that doesn't perform advanced analytics,Python,Some college/university study without earning a bachelor's degree,75000,AUD,0.80231,60173.25
10262,Male,Czech Republic,37.0,Employed full-time,Yes,Computer Scientist,Employed by college or university,Python,Doctoral degree,500000,CZK,0.04582,22910.0
10266,Male,United States,55.0,Employed full-time,Yes,Other,Employed by a company that doesn't perform advanced analytics,R,Master's degree,90000,USD,1.0,90000.0
10267,Male,Kenya,24.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,600000,KES,0.009726,5835.6
10269,Male,India,54.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,Python,Master's degree,2500000,INR,0.01562,39050.0
10270,Male,Other,28.0,Employed full-time,Yes,Other,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,17000,EUR,1.195826,20329.042
10271,Male,United States,65.0,Employed full-time,Yes,Computer Scientist,Employed by company that makes advanced analytic software,Python,Master's degree,150000,USD,1.0,150000.0
10290,Female,United States,42.0,Employed full-time,Yes,Operations Research Practitioner,Employed by government,R,Master's degree,140000,USD,1.0,140000.0
10298,Male,Egypt,48.0,Employed full-time,Yes,Machine Learning Engineer,Employed by college or university,Python,Doctoral degree,4000,USD,1.0,4000.0
10300,Male,People 's Republic of China,31.0,Employed full-time,Yes,Data Analyst,Employed by a company that performs advanced analytics,Python,Bachelor's degree,300000,CNY,0.153,45900.0
10302,Male,Ukraine,25.0,Employed full-time,Yes,Programmer,Self-employed,R,Master's degree,48000,USD,1.0,48000.0
10307,Male,South Africa,31.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,SQL,Bachelor's degree,880000,ZAR,0.077002,67761.76
10323,Male,United States,30.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,R,Master's degree,35000,USD,1.0,35000.0
10332,Male,Argentina,38.0,Employed full-time,Yes,Researcher,Employed by government,Python,Doctoral degree,360000,ARS,0.058444,21039.84
10333,Male,Australia,33.0,Employed full-time,Yes,Programmer,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,75000,AUD,0.80231,60173.25
10335,Male,India,28.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by professional services/consulting firm,Java,Bachelor's degree,75000,INR,0.01562,1171.5
10336,Female,Poland,32.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,R,Master's degree,200000,PLN,0.281104,56220.8
10337,Male,United States,34.0,Employed full-time,Yes,Statistician,Employed by college or university,Python,Doctoral degree,70000,USD,1.0,70000.0
10340,Male,Switzerland,31.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Doctoral degree,70000,CHF,1.043382,73036.74
10342,Male,United States,44.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,,Doctoral degree,150000,USD,1.0,150000.0
10350,Male,United States,27.0,Employed full-time,Yes,Other,Employed by professional services/consulting firm,Python,Master's degree,115000,USD,1.0,115000.0
10351,Male,Philippines,28.0,Employed full-time,Yes,Statistician,Employed by professional services/consulting firm,Python,Master's degree,1500000,PHP,0.019637,29455.500000000004
10353,Male,France,47.0,Employed full-time,Yes,Other,Employed by college or university,Python,Bachelor's degree,25000,EUR,1.195826,29895.65
10354,Female,India,24.0,Employed full-time,Yes,Researcher,Employed by college or university,Python,Doctoral degree,360000,INR,0.01562,5623.2
10355,Male,Kenya,23.0,Employed full-time,Yes,Data Analyst,Employed by a company that doesn't perform advanced analytics,R,Bachelor's degree,20000,KES,0.009726,194.52
10363,Male,United States,40.0,Employed full-time,Yes,DBA/Database Engineer,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,135000,USD,1.0,135000.0
10370,Male,Japan,67.0,Employed full-time,Yes,Researcher,Employed by college or university,Python,Doctoral degree,12000000,JPY,0.009108,109296.0
10372,Male,United States,33.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,SQL,Master's degree,130000,USD,1.0,130000.0
10373,Male,Canada,27.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Master's degree,90000,CAD,0.823688,74131.92
10374,Male,India,36.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Master's degree,4000000,INR,0.01562,62480.0
10376,Male,Brazil,38.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by professional services/consulting firm,Scala,Bachelor's degree,80000,BRL,0.32135,25708.000000000004
10377,Male,Pakistan,30.0,Employed full-time,Yes,Researcher,Employed by college or university,Python,Master's degree,100000,PKR,0.009476,947.6
10379,Male,Ireland,30.0,Employed full-time,Yes,DBA/Database Engineer,Employed by professional services/consulting firm,Python,Bachelor's degree,65000,EUR,1.195826,77728.69
10384,Male,United Kingdom,33.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Doctoral degree,35000,GBP,1.324188,46346.579999999994
10385,Male,Argentina,48.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by professional services/consulting firm,SQL,Some college/university study without earning a bachelor's degree,600000,ARS,0.058444,35066.4
10390,Male,Ireland,35.0,Employed full-time,Yes,Statistician,Employed by college or university,R,Doctoral degree,18000,EUR,1.195826,21524.868000000002
10394,Female,Other,39.0,Employed full-time,Yes,Predictive Modeler,Self-employed,R,Master's degree,100000,EUR,1.195826,119582.6
10396,Male,United States,29.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Doctoral degree,27500,USD,1.0,27500.0
10398,Male,Russia,31.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Master's degree,36000,EUR,1.195826,43049.736000000004
10402,Male,United States,42.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,R,Doctoral degree,100000,USD,1.0,100000.0
10414,Male,Other,35.0,Employed full-time,Yes,Data Analyst,Employed by government,Python,Master's degree,5000000,XOF,0.001823,9115.0
10419,Female,Argentina,46.0,Employed full-time,Yes,Researcher,Employed by professional services/consulting firm,Python,Doctoral degree,20000,USD,1.0,20000.0
10423,Male,United Kingdom,67.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Julia,Master's degree,70000,GBP,1.324188,92693.15999999999
10424,Female,Chile,31.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,R,Doctoral degree,18000000,CLP,0.001606,28908.0
10428,Male,United States,49.0,Employed full-time,Yes,DBA/Database Engineer,Self-employed,C/C++/C#,Master's degree,70000,USD,1.0,70000.0
